dataset,seed,alpha,method,is,cov,size,sscv_pct
ksc,7,0.1,C,2.92341797662233,0.9141475211608222,1.2063683998387746,31.176470588235293
ksc,7,0.15,D,3.3049845492408974,0.845626763401854,1.2466747279322854,22.931034482758616
ksc,7,0.15,A,2.970979443772672,0.8621523579201935,1.1330108827085852,25.0
ksc,7,0.15,B,2.9535133682654844,0.8613462313583232,1.1047964530431278,60.0
ksc,7,0.15,C,2.9733978234582827,0.8609431680773881,1.1193067311567917,51.66666666666666
ksc,8,0.05,D,3.8174123337363968,0.9508262797259169,1.8504635227730755,4.152542372881351
ksc,8,0.05,A,3.4925433293027006,0.9480048367593712,1.4127367996775493,11.339869281045745
ksc,8,0.05,B,3.07496977025393,0.9536477226924627,1.2208786779524385,5.000000000000004
ksc,8,0.05,C,2.8883514711809752,0.9600967351874244,1.2922208786779525,13.085106382978717
ksc,8,0.1,D,3.493752519145506,0.8996372430471584,1.4864973800886738,9.999999999999998
ksc,8,0.1,A,3.230149133413946,0.898428053204353,1.1987101975010077,9.999999999999998
ksc,8,0.1,B,3.053607416364369,0.9032648125755743,1.1189036678758566,2.9389312977099236
ksc,8,0.1,C,2.9798468359532446,0.9089076985086658,1.1580008061265619,12.033898305084744
ksc,8,0.15,D,3.407362622598414,0.8419991938734381,1.3006852075775897,15.000000000000002
ksc,8,0.15,A,3.1811097675668414,0.8424022571543732,1.0798065296251511,15.000000000000002
ksc,8,0.15,B,2.99261050651619,0.8540910923014914,1.0471584038694075,7.3076923076923155
ksc,8,0.15,C,2.98683326615612,0.8557033454252317,1.0628778718258767,15.000000000000002
ksc,9,0.05,D,3.569528415961306,0.9560661023780733,1.8121725110842402,3.750000000000009
ksc,9,0.05,A,3.388553002821443,0.9516324062877872,1.4538492543329302,8.106796116504855
ksc,9,0.05,B,3.205159209995969,0.9536477226924627,1.351068117694478,22.329192546583844
ksc,9,0.05,C,2.665054413542926,0.966142684401451,1.3107617896009673,3.2758620689655182
ksc,9,0.1,D,3.1894397420395,0.9125352680370818,1.4401451027811367,9.999999999999998
ksc,9,0.1,A,3.245062474808545,0.8964127367996776,1.173317210802096,32.64705882352942
ksc,9,0.1,B,3.185006045949214,0.8960096735187424,1.1051995163240629,58.18181818181818
ksc,9,0.1,C,2.9862958484482065,0.9101168883514712,1.18863361547763,14.074074074074073
ksc,9,0.15,D,3.234045411796319,0.8504635227730754,1.2402257154373237,15.000000000000002
ksc,9,0.15,A,3.1617627300819566,0.8424022571543732,1.060459492140266,39.166666666666664
ksc,9,0.15,B,2.9990595190111518,0.852881902458686,1.037484885126965,66.25
ksc,9,0.15,C,2.957409646647857,0.860540104796453,1.097944377267231,34.38271604938271
pu,0,0.05,D,3.4366740347081786,0.9491605135681701,1.403094577434981,5.000000000000004
pu,0,0.05,A,3.1422188778629545,0.9518412265437615,1.2158679396134129,5.000000000000004
pu,0,0.05,B,3.155575412688708,0.9497248741946104,1.1445703804731224,5.000000000000004
pu,0,0.05,C,2.901989371208202,0.9564031416074872,1.1581150355076895,4.999999999999993
pu,0,0.1,D,3.196726708366646,0.8999670789634576,1.1960682876357993,9.999999999999998
pu,0,0.1,A,3.0511686967972533,0.9007665898509147,1.0665004938155482,9.999999999999998
pu,0,0.1,B,2.990123689037295,0.9027418520434558,1.04496072990641,9.999999999999998
pu,0,0.1,C,2.9468560410102054,0.9056106852278606,1.0590697455674176,8.358281023660064
pu,0,0.15,D,3.0795121415918105,0.8496449231058647,1.0747777830033391,15.000000000000002
pu,0,0.15,A,3.0105347316935522,0.8481869914875606,0.9863612848610261,15.000000000000002
pu,0,0.15,B,2.9818307231654364,0.8492216526360344,0.9714527583125617,14.442586399108137
pu,0,0.15,C,2.9610904701437555,0.8514790951417956,0.98081173870103,15.000000000000002
pu,1,0.05,D,3.4263744532756433,0.949536753985797,1.4078446127075201,5.000000000000004
pu,1,0.05,A,3.2641207731740582,0.9499129944034238,1.2606405493110098,5.000000000000004
pu,1,0.05,B,3.1727884117951373,0.9507125052908809,1.201288623430372,5.000000000000004
pu,1,0.05,C,3.124018247660255,0.9524526172224052,1.2221229365564596,8.043478260869563
pu,1,0.1,D,3.262427691294737,0.8979918167709167,1.2222640267130696,9.999999999999998
pu,1,0.1,A,3.1795137092602173,0.8962517048393924,1.1045478060480647,6.984924623115574
pu,1,0.1,B,3.1075106993368764,0.8988383577105771,1.0842778535484174,7.5069252077562325
pu,1,0.1,C,3.0313690448196398,0.9054225650190472,1.139820345200583,9.999999999999998
pu,1,0.15,D,3.1577701484581984,0.8459765790340027,1.1041245355782345,15.000000000000002
pu,1,0.15,A,3.063741397419618,0.8470112401824766,1.0238912665193058,10.924104005621926
pu,1,0.15,B,3.0707331985138504,0.845224098198749,1.0070545078305038,15.000000000000002
pu,1,0.15,C,3.0112558591606704,0.8542068381695904,1.0673470347552085,15.000000000000002
pu,2,0.05,D,3.376945868409914,0.9512298358651178,1.4261393030146263,25.769230769230766
pu,2,0.05,A,3.171189390020223,0.9523585571179984,1.265531674740159,5.000000000000004
pu,2,0.05,B,3.048064713351832,0.952969947796642,1.166862625217514,3.780487804878052
pu,2,0.05,C,2.8003574283967456,0.9601185157315525,1.205098057658844,10.686274509803917
pu,2,0.1,D,3.199548511498848,0.9002962893288812,1.2054742980764708,9.999999999999998
pu,2,0.1,A,3.0507924563796265,0.9014250105817617,1.0792926680148616,4.614970382337102
pu,2,0.1,B,2.971499788364765,0.9043879038705733,1.059257865776231,9.999999999999998
pu,2,0.1,C,2.8768282932794054,0.9119127122231105,1.115082537741617,12.44897959183674
pu,2,0.15,D,3.0670021477057174,0.8510558246719654,1.081079809998589,15.000000000000002
pu,2,0.15,A,2.95709291570647,0.8533132671777266,1.0012698114094907,15.000000000000002
pu,2,0.15,B,2.942090329053599,0.8531721770211165,0.9843860226684852,15.000000000000002
pu,2,0.15,C,2.864569126338397,0.8633776983492452,1.0429384376616657,11.38398622470943
pu,3,0.05,D,3.383530075718384,0.9498189342990171,1.376287447679067,28.333333333333332
pu,3,0.05,A,3.2253680101584914,0.9500070545078305,1.2256501904717114,5.000000000000004
pu,3,0.05,B,3.091802661900955,0.9515120161783379,1.152283309034473,2.7524429967426767
pu,3,0.05,C,2.8293749706062172,0.9589897944786718,1.1889667497530922,19.999999999999996
pu,3,0.1,D,3.194610356017495,0.8981329069275267,1.157268494568029,90.0
pu,3,0.1,A,3.072661430654188,0.8994967784414241,1.0625969994826694,9.999999999999998
pu,3,0.1,B,3.013544655034567,0.9014250105817617,1.042044866669802,9.999999999999998
pu,3,0.1,C,2.8015802097540328,0.9141701547288718,1.0849833043314678,7.34475374732334
pu,3,0.15,D,3.0451645267992915,0.8502563137845083,1.0485820439260687,10.325389550870767
pu,3,0.15,A,2.961498063929518,0.8520904858204392,0.989371208202041,15.000000000000002
pu,3,0.15,B,2.965652385207481,0.850350373888915,0.9703240370596812,15.000000000000002
pu,3,0.15,C,2.900045462383797,0.8572637915628086,0.9968960165545784,12.466467958271243
pu,4,0.05,D,3.3748765461129664,0.9506184451864742,1.3996143535719325,9.285714285714286
pu,4,0.05,A,3.1852984056812303,0.9519352866481682,1.2627098716079574,11.216216216216212
pu,4,0.05,B,3.1409020364012603,0.9513709260217279,1.1957390772703758,7.499999999999996
pu,4,0.05,C,2.608615905563655,0.9656210318393453,1.2334571791374689,5.14492753623188
pu,4,0.1,D,3.176409725814796,0.9008136199031181,1.1926821238771574,15.000000000000002
pu,4,0.1,A,3.05714151342708,0.9018012509993886,1.0931665334148521,9.999999999999998
pu,4,0.1,B,3.088040257724686,0.8990264779193905,1.068569816112496,9.999999999999998
pu,4,0.1,C,2.7331985138503505,0.9198137609932747,1.1294737337158445,15.000000000000002
pu,4,0.15,D,3.1221370455721207,0.8459295489817994,1.0678643653294455,15.000000000000002
pu,4,0.15,A,3.0002508269450847,0.8506795842543385,1.0093119503362649,15.000000000000002
pu,4,0.15,B,3.008873003182367,0.8486572920095942,0.9909702299769553,15.000000000000002
pu,4,0.15,C,2.865870291116023,0.8627192776183982,1.0354606593613318,15.000000000000002
pu,5,0.05,D,3.342096599727226,0.9500070545078305,1.3423787800404459,8.858695652173909
pu,5,0.05,A,3.2017589239524056,0.9504303249776608,1.2189719230588345,5.000000000000004
pu,5,0.05,B,3.1220900155199174,0.9511357757607111,1.167521045948361,5.000000000000004
pu,5,0.05,C,2.6825001175751306,0.9631284390725674,1.2076376804778253,5.000000000000004
pu,5,0.1,D,3.246343413441189,0.8951700136387152,1.1497436862154917,11.568627450980395
pu,5,0.1,A,3.1818181818181817,0.8934769317593942,1.051356817006067,9.999999999999998
pu,5,0.1,B,3.149273385693458,0.8943705027512581,1.0366834407186192,12.222222222222223
pu,5,0.1,C,2.7744438696326954,0.9157691765037859,1.0898273997084136,5.702005730659021
pu,5,0.15,D,3.1755318315069996,0.8395334618821427,1.0359779899355688,15.000000000000002
pu,5,0.15,A,3.026086002288796,0.8468231199736632,0.9837276019376382,15.000000000000002
pu,5,0.15,B,3.021320290332189,0.8464468795560363,0.9739453510793397,35.0
pu,5,0.15,C,2.8878333254949915,0.8582043926068758,0.9972252269200019,35.0
pu,6,0.05,D,3.3719136528241545,0.9494426938813902,1.349621408079763,9.285714285714286
pu,6,0.05,A,3.116258289046701,0.9525937073790152,1.2200065842073085,9.285714285714286
pu,6,0.05,B,3.2294596247001834,0.948502092837323,1.1695433381931053,5.000000000000004
pu,6,0.05,C,2.9479377322108826,0.9560269011898603,1.1890137798052955,5.000000000000004
pu,6,0.1,D,3.1173870102995815,0.901189860320745,1.1411842167144806,40.0
pu,6,0.1,A,3.040492874947091,0.9010487701641349,1.0614682782297888,9.999999999999998
pu,6,0.1,B,3.0652306824060576,0.8987442976061704,1.0401166345294643,9.999999999999998
pu,6,0.1,C,2.8897145275831257,0.9093260593519259,1.0762357146216432,6.8960863697705825
pu,6,0.15,D,3.0536612895640314,0.8487513521140009,1.0370126510840427,12.571428571428578
pu,6,0.15,A,2.9749173054915428,0.8510558246719654,0.9889949677844142,25.0
pu,6,0.15,B,2.9746037718101865,0.8495978930536613,0.9692423458590039,14.309392265193377
pu,6,0.15,C,2.9190142501058176,0.8555236796312844,0.9926633118562762,15.000000000000002
pu,7,0.05,D,3.292620984809293,0.9511828058129145,1.3399332173258713,4.012345679012352
pu,7,0.05,A,3.1563749235761653,0.9508065653952876,1.1886375393876687,5.000000000000004
pu,7,0.05,B,3.0968819075389176,0.950994685604101,1.1366693317029581,5.000000000000004
pu,7,0.05,C,2.728683628838828,0.961247236984433,1.1785731082161501,5.000000000000004
pu,7,0.1,D,3.0999388609321357,0.9030710624088792,1.1613601091097212,9.999999999999998
pu,7,0.1,A,3.0551662512345388,0.9003433193810845,1.0620326388562291,9.999999999999998
pu,7,0.1,B,3.0266190095471006,0.9005314395898979,1.0372478013450595,9.999999999999998
pu,7,0.1,C,2.86638762169026,0.911301321544467,1.0924140525795984,9.999999999999998
pu,7,0.15,D,2.969007195597987,0.8570756713539952,1.063349480317923,15.000000000000002
pu,7,0.15,A,3.0091238301274514,0.8484691718007807,0.9887127874711941,15.000000000000002
pu,7,0.15,B,2.9716252018373077,0.8497860132624747,0.9687720453369704,12.391304347826093
pu,7,0.15,C,2.910940757810908,0.8580162723980623,1.0178243897850727,15.000000000000002
pu,8,0.05,D,3.542914922635564,0.9469501011146122,1.4209189672200535,5.000000000000004
pu,8,0.05,A,3.395898979447867,0.945068899026478,1.198654940506984,5.000000000000004
pu,8,0.05,B,3.1042656257348447,0.9508065653952876,1.136528241546348,5.000000000000004
pu,8,0.05,C,2.810892160090298,0.9589897944786718,1.1704839392371726,8.333333333333325
pu,8,0.1,D,3.22296947749612,0.8995438084936275,1.2138456473686685,9.999999999999998
pu,8,0.1,A,3.1218548652589004,0.897380426092273,1.0694633871043597,9.999999999999998
pu,8,0.1,B,3.1329069275266894,0.8950759535343085,1.034425998212858,9.999999999999998
pu,8,0.1,C,2.886046183511264,0.9099844800827729,1.0857357851667215,17.272727272727273
pu,8,0.15,D,3.125272382385678,0.846540939660443,1.0791515778582514,13.591549295774652
pu,8,0.15,A,2.9963003025600026,0.8502563137845083,0.9997178196867799,15.000000000000002
pu,8,0.15,B,2.9976014673376286,0.8480459013309505,0.9715468184169684,15.000000000000002
pu,8,0.15,C,2.9420119456332596,0.8551004091614541,1.0100174011193153,28.749999999999996
pu,9,0.05,D,3.284578845882519,0.9515120161783379,1.3450594930160373,10.999999999999998
pu,9,0.05,A,3.077411465926727,0.9523585571179984,1.1717537506466633,8.636363636363631
pu,9,0.05,B,3.02605464892066,0.9524055871702017,1.1222781357287306,2.8131949592290595
pu,9,0.05,C,2.867281192682124,0.9580021633824014,1.187367727978178,3.7303708653524947
pu,9,0.1,D,3.1277806518365234,0.901330950477355,1.154399661383624,7.431192660550456
pu,9,0.1,A,2.985843954286789,0.9031180924610827,1.0482058035084418,9.999999999999998
pu,9,0.1,B,2.9844800827728917,0.9019423411559987,1.0233269058928656,9.999999999999998
pu,9,0.1,C,2.8674693128909374,0.9113483515966703,1.0944363448243428,6.9197873324086885
pu,9,0.15,D,3.0259605888162535,0.8515731552462024,1.0469359920989512,9.775828460038994
pu,9,0.15,A,2.935098527959366,0.8532662371255232,0.9786483562996755,18.333333333333336
pu,9,0.15,B,2.9356001818495354,0.8516201852984057,0.9572026524949443,15.000000000000002
pu,9,0.15,C,2.9271974791892017,0.8563702205709448,1.0121337534684665,15.000000000000002
sa,0,0.05,D,3.4415738678544914,0.9488121752041574,1.3940608760207869,5.000000000000004
sa,0,0.05,A,3.198700816629547,0.9505939123979213,1.2224573125463993,5.000000000000004
sa,0,0.05,B,3.1257980697847065,0.9498886414253898,1.121343726800297,5.000000000000004
sa,0,0.05,C,2.734187082405345,0.9606161841128433,1.1588344469190794,23.571428571428566
sa,0,0.1,D,3.1911284335560506,0.9005939123979213,1.2030066815144767,9.999999999999998
sa,0,0.1,A,3.074536005939124,0.8994432071269488,1.0634001484780995,8.18181818181818
sa,0,0.1,B,3.069153674832962,0.8980697847067558,1.0305493689680771,9.999999999999998
sa,0,0.1,C,2.8738307349665924,0.910430586488493,1.0824424647364514,90.0
sa,0,0.15,D,3.0842984409799556,0.8495545657015591,1.0783593170007424,10.476995061086559
sa,0,0.15,A,2.991351150705271,0.8497772828507795,0.9883815887156644,9.102990033222591
sa,0,0.15,B,2.9787428854243996,0.8489606533036377,0.9648849294729027,15.000000000000002
sa,0,0.15,C,2.9342984409799553,0.8557906458797327,1.0115070527097254,85.0
sa,1,0.05,D,3.350408314773571,0.9475501113585746,1.2524127691165554,5.000000000000004
sa,1,0.05,A,3.1320341499628803,0.9497401633259094,1.1216406829992576,19.999999999999996
sa,1,0.05,B,3.1310319227913883,0.948626577579807,1.0760950259836675,5.000000000000004
sa,1,0.05,C,2.783630289532294,0.9577951002227172,1.09543429844098,4.4152046783625725
sa,1,0.1,D,3.1579435783221976,0.8971417965850037,1.1007795100222717,9.999999999999998
sa,1,0.1,A,3.044654788418708,0.8988864142538976,1.0223830734966592,3.3333333333333326
sa,1,0.1,B,2.9997401633259093,0.9002227171492205,1.0041945063103193,9.999999999999998
sa,1,0.1,C,2.8712694877505567,0.9079806978470676,1.030883444691908,9.290780141843967
sa,1,0.15,D,3.008525117545162,0.8504825538233111,1.014959168522643,15.000000000000002
sa,1,0.15,A,2.9869339272457314,0.8478841870824053,0.9587230883444692,15.000000000000002
sa,1,0.15,B,2.9328755258599357,0.8509279881217521,0.9452487008166296,15.000000000000002
sa,1,0.15,C,2.886822568671121,0.8561247216035635,0.9684855233853007,13.94736842105263
sa,2,0.05,D,3.235746102449889,0.9532665181885672,1.366406829992576,6.6059379217273895
sa,2,0.05,A,3.0937639198218263,0.9524127691165553,1.1902746844840386,11.342412451361861
sa,2,0.05,B,3.0961024498886416,0.9508537490720119,1.1302524127691165,5.000000000000004
sa,2,0.05,C,2.6259465478841872,0.9629547141796585,1.144135115070527,3.7755102040816335
sa,2,0.1,D,3.1533036377134374,0.901373422420193,1.1807720861172977,6.927083333333339
sa,2,0.1,A,3.008611729769859,0.9025983667409058,1.0605790645879734,17.777777777777782
sa,2,0.1,B,3.0129547141796587,0.901336302895323,1.0396807720861172,9.999999999999998
sa,2,0.1,C,2.8348181143281366,0.9119524870081663,1.0738678544914626,9.193548387096772
sa,2,0.15,D,3.0792501855976244,0.8487750556792873,1.0629175946547884,15.894308943089431
sa,2,0.15,A,2.97107151695125,0.8512620638455828,0.9878990348923534,15.000000000000002
sa,2,0.15,B,2.942489482801287,0.8527097253155159,0.978619153674833,15.000000000000002
sa,2,0.15,C,2.9144889878742886,0.8567557535263549,1.0045657015590201,13.305084745762718
sa,3,0.05,D,3.361469933184855,0.9487750556792873,1.3124721603563474,35.0
sa,3,0.05,A,3.119042316258352,0.9509651076466221,1.1576466221232369,3.0226669881842305
sa,3,0.05,B,3.0475501113585746,0.9517817371937639,1.1188195991091314,4.160167966406725
sa,3,0.05,C,2.783333333333333,0.9585003711952487,1.1233481811432813,5.000000000000004
sa,3,0.1,D,3.1615070527097253,0.9001855976243504,1.1652190051967335,7.876482038577237
sa,3,0.1,A,3.070861172976986,0.8990348923533779,1.0515590200445435,7.791952894995092
sa,3,0.1,B,3.02720861172977,0.9005196733481812,1.0376020786933928,9.999999999999998
sa,3,0.1,C,2.8928730512249445,0.9081291759465479,1.055456570155902,8.890010090817357
sa,3,0.15,D,3.04835436773076,0.8508166295471418,1.0592427616926503,12.401247401247407
sa,3,0.15,A,3.0183122989359075,0.847290274684484,0.9821826280623608,12.521982414068745
sa,3,0.15,B,2.9808339519920812,0.8492576095025983,0.9709354120267261,14.639249639249641
sa,3,0.15,C,2.942031675327889,0.8535263548626577,0.9890497401633259,15.000000000000002
sa,4,0.05,D,3.2898292501855977,0.9510764662212323,1.3328878990348922,9.01617250673854
sa,4,0.05,A,3.246807720861173,0.9490348923533779,1.2082034149962881,17.727272727272727
sa,4,0.05,B,3.2406829992576096,0.9480326651818857,1.1619896065330364,3.5507246376811685
sa,4,0.05,C,2.6920935412026727,0.9623236822568672,1.185040831477357,19.999999999999996
sa,4,0.1,D,3.1266146993318484,0.9020786933927246,1.1681885671863401,9.999999999999998
sa,4,0.1,A,3.108648849294729,0.898626577579807,1.0811804008908685,3.2515337423312807
sa,4,0.1,B,3.0975129918337045,0.8984780994803266,1.0670749814402376,9.999999999999998
sa,4,0.1,C,2.871232368225687,0.9119524870081663,1.1102821083890126,9.999999999999998
sa,4,0.15,D,3.0653922296461276,0.8499257609502598,1.0644023756495917,15.000000000000002
sa,4,0.15,A,3.0526602326156893,0.846362286562732,1.0041573867854492,15.000000000000002
sa,4,0.15,B,3.040324177183866,0.846844840386043,0.9982553823311061,15.000000000000002
sa,4,0.15,C,2.952437515466469,0.8564959168522643,1.0390497401633259,13.425196850393705
sa,5,0.05,D,4.021232368225687,0.949517446176689,2.0019302152932443,8.333333333333325
sa,5,0.05,A,3.6751670378619155,0.9488492947290275,1.629138827023014,13.181818181818173
sa,5,0.05,B,3.302264291017075,0.9498886414253898,1.2978099480326653,5.000000000000004
sa,5,0.05,C,2.99550853749072,0.9580920564216778,1.3191907943578323,5.548523206751055
sa,5,0.1,D,3.381365998515219,0.8996659242761693,1.3746844840386043,56.666666666666664
sa,5,0.1,A,3.174647364513734,0.9008166295471418,1.19097995545657,7.656249999999998
sa,5,0.1,B,3.115812917594655,0.9005196733481812,1.1262063845582777,9.999999999999998
sa,5,0.1,C,2.993281365998515,0.912249443207127,1.2382702301410542,11.93995381062356
sa,5,0.15,D,3.173434793367978,0.8506310319227914,1.18184855233853,35.0
sa,5,0.15,A,3.048762682504331,0.8512620638455828,1.0655902004454343,15.000000000000002
sa,5,0.15,B,3.0513486760702793,0.849072011878248,1.0389755011135857,15.000000000000002
sa,5,0.15,C,2.9866369710467704,0.8634743875278397,1.1662954714179659,16.89873417721519
sa,6,0.05,D,3.2506681514476616,0.9530438010393467,1.3724201930215294,7.499999999999996
sa,6,0.05,A,3.1266146993318484,0.9510022271714922,1.1667037861915368,5.000000000000004
sa,6,0.05,B,2.9864513734224203,0.9530066815144767,1.1067186340014847,5.000000000000004
sa,6,0.05,C,2.6753155159613957,0.9616926503340757,1.1430215293244246,10.384615384615381
sa,6,0.1,D,3.1210096510764664,0.902301410541945,1.1670378619153674,9.999999999999998
sa,6,0.1,A,3.000334075723831,0.902264291017075,1.0456198960653305,4.349617422012941
sa,6,0.1,B,2.9234595397178915,0.9052338530066815,1.028136599851522,9.999999999999998
sa,6,0.1,C,2.7901633259094285,0.9144023756495917,1.0782108389012621,9.47916666666666
sa,6,0.15,D,3.0249566938876513,0.8517446176688939,1.048218262806236,15.000000000000002
sa,6,0.15,A,2.9664810690423162,0.8505567928730512,0.9739049740163326,15.000000000000002
sa,6,0.15,B,2.9130413264043553,0.853637713437268,0.9615441722345954,15.000000000000002
sa,6,0.15,C,2.835721356099975,0.8633259094283593,1.0134001484780994,13.94736842105263
sa,7,0.05,D,3.3710096510764664,0.9513734224201931,1.425946547884187,11.502463054187185
sa,7,0.05,A,3.1684484038604306,0.9525612472160356,1.270898292501856,14.35483870967742
sa,7,0.05,B,3.135560504825538,0.9513363028953229,1.189012620638456,16.56862745098039
sa,7,0.05,C,2.6365998515219005,0.9640311804008909,1.1978470675575352,14.999999999999991
sa,7,0.1,D,3.165553080920564,0.9030438010393467,1.2264291017074982,14.561403508771932
sa,7,0.1,A,3.1093912397921306,0.8993689680772086,1.096770601336303,9.999999999999998
sa,7,0.1,B,3.05452858203415,0.9010764662212324,1.0760579064587974,7.549019607843133
sa,7,0.1,C,2.7946919079435784,0.9162583518930958,1.1198589458054937,9.999999999999998
sa,7,0.15,D,3.0239420935412027,0.8565701559020045,1.1115441722345953,15.000000000000002
sa,7,0.15,A,3.016221232368226,0.8503340757238307,1.0206755753526355,15.000000000000002
sa,7,0.15,B,3.0227047760455337,0.8488121752041574,1.0068671121009651,15.000000000000002
sa,7,0.15,C,2.854441969809453,0.864513734224202,1.0479584261321455,44.99999999999999
sa,8,0.05,D,3.2652561247216036,0.9512249443207127,1.3142538975501115,2.7417771232204236
sa,8,0.05,A,2.9644766146993318,0.9553080920564216,1.176800296956199,5.000000000000004
sa,8,0.05,B,2.947178916109874,0.9541945063103192,1.114959168522643,3.734177215189882
sa,8,0.05,C,2.6642910170749814,0.9614699331848552,1.1230883444691908,3.6111111111111205
sa,8,0.1,D,3.047698589458055,0.9053823311061618,1.1553452115812917,9.999999999999998
sa,8,0.1,A,2.990014847809948,0.9023385300668152,1.036785449146251,15.000000000000002
sa,8,0.1,B,2.9442464736451375,0.9037861915367483,1.0199703043801038,9.999999999999998
sa,8,0.1,C,2.8401262063845585,0.910430586488493,1.0487379361544171,7.260273972602738
sa,8,0.15,D,2.9717149220489976,0.8557906458797327,1.0489235337787677,11.557863501483679
sa,8,0.15,A,2.9450012373174954,0.8516332590942836,0.9667780252412769,15.000000000000002
sa,8,0.15,B,2.9075723830734965,0.8534521158129176,0.9536005939123979,14.259944495837185
sa,8,0.15,C,2.8365256124721605,0.8610244988864143,0.9835189309576837,11.003851709195956
sa,9,0.05,D,3.303563474387528,0.9521900519673349,1.3911655530809206,11.666666666666659
sa,9,0.05,A,3.2121380846325165,0.950890868596882,1.2477728285077951,6.678832116788314
sa,9,0.05,B,3.0925760950259837,0.9520044543429844,1.17275426874536,5.000000000000004
sa,9,0.05,C,2.8425760950259837,0.9583518930957684,1.1766518188567185,5.000000000000004
sa,9,0.1,D,3.1822197475872307,0.9016703786191537,1.2156273199703045,7.961667173714626
sa,9,0.1,A,3.0534521158129175,0.9016332590942836,1.0861172976985896,7.088153171120859
sa,9,0.1,B,3.0385300668151447,0.9011507052709725,1.0615441722345953,9.999999999999998
sa,9,0.1,C,2.877616926503341,0.9115070527097253,1.107757980697847,9.999999999999998
sa,9,0.15,D,3.110096510764662,0.8481069042316258,1.0848552338530066,12.676107480029053
sa,9,0.15,A,3.019809453105667,0.8488121752041574,1.0039717891610986,15.000000000000002
sa,9,0.15,B,3.00146003464489,0.849072011878248,0.989086859688196,15.000000000000002
sa,9,0.15,C,2.913412521653056,0.859539717891611,1.0406087602078693,15.000000000000002
