tile,size_km,size_px,alpha,method,is,cov,size,sscv_pct,accuracy
polk_iowa,1.0,100,0.1,B,2.989994997498749,0.912456228114057,1.2391195597798899,9.999999999999998,0.8444222111055528
polk_iowa,1.0,100,0.1,C,2.9619809904952477,0.9129564782391195,1.221110555277639,9.999999999999998,0.8444222111055528
polk_iowa,1.0,100,0.15,D,3.1734200433550113,0.8534267133566783,1.2191095547773887,15.000000000000002,0.8444222111055528
polk_iowa,1.0,100,0.15,A,3.0411872602968155,0.8599299649824912,1.1735867933966984,15.000000000000002,0.8444222111055528
polk_iowa,1.0,100,0.15,B,2.9866599966649994,0.8584292146073037,1.0990495247623813,15.000000000000002,0.8444222111055528
polk_iowa,1.0,100,0.15,C,2.952309488077373,0.8609304652326163,1.098049024512256,15.000000000000002,0.8444222111055528
polk_iowa,2.0,200,0.05,D,3.469043151969981,0.9558474046278924,1.7029393370856785,5.000000000000004,0.8215134459036898
polk_iowa,2.0,200,0.05,A,3.478424015009381,0.951594746716698,1.5422138836772983,5.000000000000004,0.8215134459036898
polk_iowa,2.0,200,0.05,B,3.4656660412757976,0.9520950594121326,1.5494684177611007,5.000000000000004,0.8215134459036898
polk_iowa,2.0,200,0.05,C,3.414759224515322,0.9555972482801751,1.6386491557223264,5.000000000000004,0.8215134459036898
polk_iowa,2.0,200,0.1,D,3.438023764853033,0.8993120700437773,1.4242651657285803,9.999999999999998,0.8215134459036898
polk_iowa,2.0,200,0.1,A,3.2652908067542215,0.9025641025641026,1.3165728580362728,9.999999999999998,0.8215134459036898
polk_iowa,2.0,200,0.1,B,3.2560350218886804,0.900562851782364,1.26729205753596,9.999999999999998,0.8215134459036898
polk_iowa,2.0,200,0.1,C,3.287929956222639,0.9024390243902439,1.3367104440275173,9.999999999999998,0.8215134459036898
polk_iowa,2.0,200,0.15,D,3.263122785074005,0.8496560350218887,1.2585365853658537,15.000000000000002,0.8215134459036898
polk_iowa,2.0,200,0.15,A,3.130581613508443,0.8544090056285178,1.1893683552220138,15.000000000000002,0.8215134459036898
polk_iowa,2.0,200,0.15,B,3.1159057744423606,0.8515322076297686,1.1363352095059411,15.000000000000002,0.8215134459036898
polk_iowa,2.0,200,0.15,C,3.1598082134667504,0.8507817385866167,1.1702313946216385,15.000000000000002,0.8215134459036898
polk_iowa,5.0,500,0.05,D,3.843105483206305,0.9469683330332673,1.7218388045369981,3.750000000000009,0.8148792734401569
polk_iowa,5.0,500,0.05,A,3.679069395266959,0.947688491468123,1.5866090539918782,5.000000000000004,0.8148792734401569
polk_iowa,5.0,500,0.05,B,3.590889995799076,0.9484886675068515,1.5304366960731361,5.000000000000004,0.8148792734401569
polk_iowa,5.0,500,0.05,C,3.609134009482086,0.9480285662845827,1.5302766608653904,5.000000000000004,0.8148792734401569
polk_iowa,5.0,500,0.1,D,3.541979235431795,0.89499689931785,1.4419172217887934,9.999999999999998,0.8148792734401569
polk_iowa,5.0,500,0.1,A,3.4090099821960833,0.8975974714437176,1.3609594110704355,9.999999999999998,0.8148792734401569
polk_iowa,5.0,500,0.1,B,3.33661405509212,0.8969973394146712,1.2765608433855449,8.429693076374011,0.8148792734401569
polk_iowa,5.0,500,0.1,C,3.355078117185781,0.8962971853807837,1.2810218248014562,8.522800256904306,0.8148792734401569
polk_iowa,5.0,500,0.15,D,3.3335067048083915,0.8454860069215228,1.2733201304286943,12.705403404885274,0.8148792734401569
polk_iowa,5.0,500,0.15,A,3.298172264564871,0.8444257736702074,1.2238492468343036,15.000000000000002,0.8148792734401569
polk_iowa,5.0,500,0.15,B,3.1810998419652328,0.8472663986076937,1.1446518234011482,13.232323232323239,0.8148792734401569
polk_iowa,5.0,500,0.15,C,3.246387538591824,0.842125267558863,1.1413911060433295,13.440979955456578,0.8148792734401569
sacramento_ca,1.0,100,0.05,D,2.82982982982983,0.9534534534534534,0.9679679679679679,5.000000000000004,0.9934934934934935
sacramento_ca,1.0,100,0.05,A,2.7082082082082084,0.9574574574574575,1.0065065065065064,5.000000000000004,0.9934934934934935
sacramento_ca,1.0,100,0.05,B,2.5095095095095097,0.9614614614614615,0.9679679679679679,5.000000000000004,0.9934934934934935
sacramento_ca,1.0,100,0.05,C,2.5425425425425425,0.960960960960961,0.980980980980981,5.000000000000004,0.9934934934934935
